"taxid","species_name","accession_num","seq_name","seq_len"
"2829700","Haplochromis quasimodo","","",""
"2829699","Haplochromis falcatus","","",""
"2829698","Haplochromis pardus","","",""
"2815923","Crenicichla gillmorlisi","","",""
"2815922","Crenicichla lucenai","","",""
"2815921","Crenicichla stocki","","",""
"2813639","Crenicara latruncularium","","",""
"2813638","Andinoacara blombergi","","",""
"2812811","Crenicichla inpa","","",""
"2812807","Apistogramma hippolytae","","",""
"2802246","Chuco microphthalmus","310619756","",""
"2802245","Amatitlania altoflava","","",""
"2785219","Ptychochromis insolitus","","",""
"2766849","Haplochromis crassilabris","","",""
"2766848","Haplochromis theliodon","","",""
"2766847","Haplochromis bicolor","","",""
"2766844","Haplochromis parvidens","","",""
"2766843","Haplochromis coprologus","","",""
"2766842","Haplochromis vanoijeni","","",""
"2766841","Haplochromis megalops","","",""
"2766840","Haplochromis prodromus","","",""
"2766839","Haplochromis perrieri","","",""
"2766838","Haplochromis chromogynos","","",""
"2766837","Haplochromis howesi","","",""
"2760995","Haplochromis vonlinnei","","",""
"2760994","Haplochromis paropius","","",""
"2760993","Abactochromis labrosus","","",""
"2760991","Haplochromis serranus","","",""
"2748571","Apistogramma feconat","","",""
"2748570","Apistogramma megastoma","","",""
"2742822","Pseudotropheus cyaneorhabdos","","",""
"2739704","Haplochromis lobatus","","",""
"2739703","Haplochromis erutus","","",""
"2739702","Haplochromis molossus","","",""
"2739701","Haplochromis planus","","",""
"2739700","Haplochromis gracilifur","","",""
"2739699","Haplochromis relictidens","","",""
"2739698","Haplochromis concilians","","",""
"2739697","Haplochromis serridens","","",""
"2739696","Haplochromis mentatus","","",""
"2739695","Haplochromis nigripinnis","","",""
"2739693","Haplochromis paradoxus","","",""
"2739692","Haplochromis labiatus","","",""
"2739691","Haplochromis schubotziellus","","",""
"2739690","Haplochromis mylodon","","",""
"2739687","Haplochromis schubotzi","","",""
"2739686","Haplochromis pappenheimi","","",""
"2739685","Haplochromis eduardianus","","",""
"2728977","Haplochromis cavifrons","","",""
"2696972","Geophagus winemilleri","","",""
"2691079","Crenicichla jaguarensis","","",""
"2652850","Thysochromis emili","","",""
"2652315","Aulonocara rostratum","","",""
"2652314","Aulonocara nyassae","","",""
"2652313","Aulonocara steveni","","",""
"2652312","Aulonocara koningsi","","",""
"2595012","Pseudocrenilabrus pyrrhocaudalis","","",""
"2591642","Gymnogeophagus australis","1694423053","",""
"2591641","Gymnogeophagus caaguazuensis","1694423049","",""
"2591263","Xenotilapia nasus","","",""
"2591262","Trematocara stigmaticum","","",""
"2591261","Trematocara caparti","","",""
"2591259","Ptychochromis oligacanthus","16303765","",""
"2591258","Petrochromis horii","","",""
"2591256","Neolamprologus crassus","","",""
"2591255","Neolamprologus chitamwebwai","","",""
"2591254","Neolamprologus cancellatus","","",""
"2591253","Lepidiolamprologus kamambae","","",""
"2591252","Julidochromis marksmithi","","",""
"2591251","Heterotilapia buettikoferi","584593769","",""
"2591248","Apistogramma diplotaenia","","",""
"2570637","Oreochromis upembae","","",""
"2570636","Oreochromis salinicola","","",""
"2570635","Oreochromis rukwaensis","","",""
"2570634","Oreochromis angolensis","","",""
"2566093","Australoheros charrua","","",""
"2563736","Paretroplus lamenabe","1608032242","",""
"2563733","Astronotus mikoljii","","",""
"2563007","Geophagus sveni","","",""
"2562573","Australoheros tavaresi","1605035311","",""
"2562572","Australoheros saquarema","1605035403","",""
"2562571","Australoheros sanguineus","1605035411","",""
"2562570","Australoheros robustus","1605035385","",""
"2562569","Australoheros ribeirae","1605035425","",""
"2562568","Australoheros perdi","1605035355","",""
"2562567","Australoheros paraibae","1605035391","",""
"2562566","Australoheros muriae","1605035363","",""
"2562565","Australoheros mattosi","1605035321","",""
"2562564","Australoheros macaensis","1605035371","",""
"2562563","Australoheros macacuensis","1605035373","",""
"2562562","Australoheros ipatinguensis","1605035367","",""
"2562561","Australoheros barbosae","2338063830","",""
"2562560","Australoheros autrani","1605035399","",""
"2527917","Orthochromis mporokoso","","",""
"2527916","Orthochromis katumbii","","",""
"2527915","Orthochromis indermauri","","",""
"2527914","Lamprologus symoensi","","",""
"2527913","Lamprologus markerti","2504374253","",""
"2527912","Haplochromis vanheusdeni","","",""
"2527911","Chetia welwitschi","","",""
"2491315","Gymnogeophagus lipokarenos","1524331685","",""
"2491314","Gymnogeophagus constellatus","1524331713","",""
"2491313","Gymnogeophagus che","1524331777","",""
"2486989","Oreochromis korogwe","","",""
"2486988","Oreochromis hunteri","","",""
"2485722","Rubricatochromis stellifer","","",""
"2478854","Apistogramma resticulosa","","",""
"2478853","Apistogramma pulchra","","",""
"2478852","Apistogramma pertensis","","",""
"2478851","Aequidens pallidus","","",""
"2478850","Aequidens epae","","",""
"2421124","Hemichromis camerounensis","","",""
"2341046","Geophagus santosi","","",""
"2341045","Geophagus rufomarginatus","","",""
"2341044","Geophagus multiocellus","","",""
"2305434","Naevochromis chrysogaster","","",""
"2305433","Caprichromis liemi","","",""
"2305432","Hemitaeniochromis urotaenia","","",""
"2305428","Mylochromis melanonotus","","",""
"2305427","Placidochromis phenochilus","","",""
"2305426","Otopharynx tetrastigma","","",""
"2305425","Mylochromis plagiotaenia","","",""
"2305424","Lethrinops marginatus","","",""
"2305423","Copadichromis azureus","","",""
"2305422","Champsochromis caeruleus","","",""
"2305421","Buccochromis rhoadesii","","",""
"2305420","Aulonocara maylandi","","",""
"2302651","Chocoheros microlepis","","",""
"2302646","Cincelichthys bocourti","156254162","",""
"2302645","Australoheros minuano","","",""
"2302644","Amatitlania kanna","","",""
"2283116","Apistogramma norberti","","",""
"2283115","Apistogramma martini","","",""
"2126561","Hemibates koningsi","","",""
"2099951","Panamius panamensis","","",""
"2099948","Isthmoheros tuyrensis","","",""
"2099945","Geophagus pellegrini","","",""
"2099944","Geophagus crassilabris","","",""
"2081656","Gymnogeophagus taroba","1524331771","",""
"2058468","Crenicichla tuca","1340365800","",""
"2058467","Crenicichla tingui","","",""
"2058466","Crenicichla tapii","2117209169","",""
"2058465","Crenicichla taikyra","","",""
"2058460","Crenicichla semicincta","","",""
"2058459","Crenicichla lucius","","",""
"2058458","Crenicichla jurubi","2117209209","",""
"2058457","Crenicichla cyclostoma","","",""
"2058448","Crenicichla anthurus","","",""
"2056491","Danakilia franchettii","1312511760","",""
"2032717","Cichlasoma sanctifranciscense","","",""
"2023897","Apistogramma ortmanni","","",""
"2023896","Crenicichla iguapina","","",""
"2023884","Gymnogeophagus tiraparae","","",""
"2023883","Crenicichla percna","","",""
"2023882","Crenicichla maculata","","",""
"2023881","Crenicichla jegui","","",""
"2023880","Crenicichla cincta","2117208925","",""
"2023879","Crenicichla albopunctata","2117208957","",""
"2022011","Lamprologus lethops","2678091332","",""
"2021276","Chortiheros wesseli","","",""
"2021274","Teleocichla preta","","",""
"2021273","Mesoheros gephyrus","","",""
"2021272","Mazarunia pala","","",""
"2021271","Mazarunia charadrica","","",""
"2021269","Krobia xinguensis","","",""
"2021268","Krobia petitella","","",""
"2021266","Guianacara dacrya","","",""
"2021265","Crenicichla zebrina","","",""
"2021264","Crenicichla wallacii","","",""
"2021262","Apistogramma steindachneri","","",""
"2021261","Apistogramma panduro","","",""
"1982068","Trematocara zebra","","",""
"1978005","Mylochromis sphaerodon","","",""
"1978002","Copadichromis likomae","","",""
"1934931","Kronoheros umbrifer","2281560","",""
"1927406","Iranocichla persa","","",""
"1924958","Haplochromis kamiranzovu","","",""
"1905563","Danakilia dinicolai","1312511740","",""
"1905361","Melanochromis loriae","","",""
"1905360","Ctenopharynx nitidus","","",""
"1904028","Apistogramma playayacu","","",""
"1904018","Apistogramma paulmuelleri","1240939581","",""
"1904017","Apistogramma wolli","1240939555","",""
"1904016","Apistogramma pantalone","1240939549","",""
"1904013","Apistogramma moae","1240939507","",""
"1904012","Apistogramma luelingi","1240939497","",""
"1904011","Apistogramma juruensis","1240939487","",""
"1904010","Apistogramma atahualpa","1240939415","",""
"1904009","Apistogramma allpahuayo","1240939399","",""
"1897418","Bujurquina oenolaemus","2440758215","",""
"1897146","Bujurquina zamorensis","2440758109","",""
"1897145","Apistogramma linkei","","",""
"1830337","Herichthys tepehua","1022613574","",""
"1830336","Herichthys pame","1022613674","",""
"1818572","Eretmodus marksmithi","","",""
"1811344","Tangachromis dhanisi","","",""
"1811340","Trematocara kufferathi","","",""
"1776355","Apistogramma gephyra","","",""
"1767049","Ptychochromis mainty","","",""
"1758169","Pterophyllum altum","966202475","",""
"1758131","Retroculus lapidifer","1134945787","",""
"1758129","Bujurquina mariae","1134945703","",""
"1732171","Placidochromis longimanus","944541602","",""
"1725324","Rondonacara hoehnei","938308276","",""
"1725323","Laetacara fulvipinnis","938308270","",""
"1725322","Laetacara flamannellus","938308268","",""
"1725321","Laetacara araguaiae","938308262","",""
"1725217","Geophagus obscurus","","",""
"1725216","Geophagus itapicuruensis","","",""
"1725215","Geophagus diamantinensis","","",""
"1707823","Melanochromis kaskazini","","",""
"1696849","Guianacara geayi","","",""
"1676928","Pelmatochromis ocellifer","","",""
"1652533","Sarotherodon lamprechti","","",""
"1652532","Sarotherodon knauerae","","",""
"1652530","Oreochromis karomo","","",""
"1652529","Coptodon thysi","","",""
"1652528","Coptodon spongotroktis","","",""
"1652524","Coptodon kottae","","",""
"1652521","Coptodon fusiforme","","",""
"1652519","Coptodon ejagham","","",""
"1652518","Coptodon bythobates","","",""
"1649848","Pseudosimochromis margaretae","","",""
"1628151","Coptodon camerunensis","2692962747","",""
"1607855","Teleogramma obamaorum","","",""
"1607854","Teleogramma monogramma","","",""
"1591299","Oreochromis lepidurus","","",""
"1574382","Apistogramma eunotus","1240939477","",""
"1574379","Apistogramma cacatuoides","949492415","",""
"1574375","Apistogramma barlowi","1240939439","",""
"1574374","Apistogramma eremnopyge","949492325","",""
"1574373","Apistogramma nijsseni","1240939509","",""
"1574372","Apistogramma baenschi","949492307","",""
"1574370","Apistogramma cinilabra","1240939463","",""
"1574369","Apistogramma rositae","949492277","",""
"1543271","Parananochromis ornatus","","",""
"1543270","Parananochromis longirostris","","",""
"1543269","Parananochromis brevirostris","","",""
"1543268","Parananochromis axelrodi","","",""
"1543266","Divandu albimarginatus","","",""
"1543261","Pelvicachromis subocellatus","","",""
"1543258","Pelvicachromis roloffi","","",""
"1543257","Congochromis squamiceps","","",""
"1543252","Chromidotilapia schoutedeni","","",""
"1543251","Chromidotilapia regani","","",""
"1543250","Chromidotilapia melaniae","","",""
"1543249","Chromidotilapia kingsleyae","","",""
"1543248","Chromidotilapia elongata","","",""
"1537670","Amatitlania siquia","","",""
"1537669","Amatitlania coatepeque","","",""
"1514675","Pelvicachromis kribensis","","",""
"1514673","Chromidotilapia linkei","","",""
"1514672","Benitochromis riomuniensis","","",""
"1514671","Benitochromis nigrodorsalis","1061272814","",""
"1514670","Benitochromis finleyi","","",""
"1514669","Benitochromis conjunctus","","",""
"1506565","Chalinochromis cyanophleps","","",""
"1497101","Lethrinops lethrinus","1079488080","",""
"1492750","Neolamprologus timidus","619329218","",""
"1452741","Trematocara variabile","","",""
"1448877","Oreochromis squamipinnis","","",""
"1448876","Oreochromis shiranus","","",""
"1448875","Oreochromis chungruruensis","","",""
"1434124","Cichlasoma orientale","916346687","",""
"1410464","Pterophyllum leopoldi","","",""
"1410462","Orthochromis luongoensis","","",""
"1410461","Mesonauta mirificus","","",""
"1410458","Geophagus iporangensis","","",""
"1410457","Chetia mola","","",""
"1410456","Biotoecus opercularis","","",""
"1410455","Benitochromis batesii","","",""
"1355922","Cyphotilapia gibberosa","705927038","",""
"1315705","Coptodon deckerti","","",""
"1301021","Paraneetroplus nebulifer","1022613408","",""
"1300322","Lethrinops albus","","",""
"1298789","Placidochromis electra","","",""
"1298786","Petrotilapia genalutea","","",""
"1298779","Labidochromis pallidus","","",""
"1298778","Labidochromis mylodon","","",""
"1298775","Mylochromis epichorialis","","",""
"1280522","Dicrossus filamentosus","","",""
"1263297","Congolapia louna","","",""
"1263296","Congolapia crassa","","",""
"1237360","Orthochromis kalungwishiensis","","",""
"1237182","Orthochromis torrenticola","407729157","",""
"1237181","Orthochromis stormsi","407729065","",""
"1237176","Astatotilapia stappersii","407729097","",""
"1237169","Haplochromis snoeksi","407729135","",""
"1237161","Thoracochromis callichromus","407729139","",""
"1237160","Cyclopharynx schwetzi","407729141","",""
"1224741","Crenicichla frenata","","",""
"1204183","Cichla nigromaculata","","",""
"1202905","Thoracochromis wingatii","","",""
"1202851","Haplochromis macropsoides","","",""
"1193633","Ptychochromoides itasy","","",""
"1171431","Trematochromis benthicola","1061272820","",""
"1158422","Chindongo socolofi","407729081","",""
"1131402","Trematocara nigrifrons","","",""
"1123833","Crenicichla haroldoi","","",""
"1123832","Crenicichla britskii","","",""
"1123830","Cichlasoma paranaense","","",""
"1084758","Trematocara marginatum","","",""
"1084754","Haplochromis thereuterion","407729105","",""
"1084747","Haplochromis laparogramma","","",""
"1078953","Haplochromis fischeri","","",""
"1077074","Crenicichla marmorata","2117209231","",""
"1077073","Crenicichla jupiaensis","343949742","",""
"1077072","Crenicichla igara","2117209191","",""
"1077071","Crenicichla hadrostigma","2117209121","",""
"1077070","Crenicichla cyanonotus","","",""
"1077069","Crenicichla cametana","343949692","",""
"1077068","Mesoheros ornatus","1022613360","",""
"1077067","Australoheros ykeregua","","",""
"1077066","Australoheros kaaygua","","",""
"1077065","Australoheros forquilha","","",""
"1075432","Placidochromis platyrhynchos","","",""
"1075431","Alticorpus geoffreyi","937547527","",""
"1075427","Placidochromis vulgaris","","",""
"1069630","Congochromis sabinae","","",""
"1069607","Teleogramma gracile","","",""
"1069602","Steatocranus rouxi","","",""
"1069601","Steatocranus mpozoensis","","",""
"1069595","Nanochromis wickleri","","",""
"1069594","Nanochromis transvestitus","","",""
"1069593","Nanochromis teugelsi","","",""
"1069592","Nanochromis splendens","","",""
"1069590","Nanochromis nudiceps","","",""
"1069589","Nanochromis minor","","",""
"1069588","Nanochromis consortus","","",""
"1027357","Tylochromis sudanensis","","",""
"1007108","Amphilophus supercilius","","",""
"1007106","Amphilophus globosus","","",""
"934812","Lichnochromis acuticeps","","",""
"934809","Astatotilapia swynnertoni","","",""
"934269","Petrotilapia tridentiger","","",""
"934268","Haplochromis tanaos","","",""
"933959","Andinoacara stalsbergi","576734751","",""
"933957","Andinoacara sapayensis","315272317","",""
"933956","Andinoacara latifrons","1784337233","",""
"880859","Paraneetroplus gibbiceps","1022613430","",""
"874364","Tylochromis intermedius","390399377","",""
"870598","Crenicichla lacustris","343949752","",""
"870161","Coptodon snyderae","1061272862","",""
"870159","Coptodon bakossiorum","","",""
"863668","Neolamprologus walteri","","",""
"862240","Crenicichla ypo","1340365806","",""
"858759","Amphilophus sagittae","","",""
"858711","Amphilophus amarillo","1149553279","",""
"796932","Labidochromis ianthinus","","",""
"796931","Labidochromis flavigulis","","",""
"796772","Thorichthys socolofi","2946963068","",""
"796757","Mylochromis incola","","",""
"795477","Lamprologus tigripictilis","2508731239","",""
"795476","Teleogramma depressa","298104801","",""
"765726","Crenicichla hu","1340365636","",""
"765725","Crenicichla yaha","","",""
"765724","Crenicichla tesay","2117209145","",""
"765723","Crenicichla gaucho","2117208919","",""
"765722","Crenicichla mandelburgeri","1340365692","",""
"762803","Mazarunia mazarunii","","",""
"762800","Bujurquina hophrys","","",""
"762799","Bujurquina apoparuana","","",""
"762796","Thorichthys affinis","2909953118","",""
"762772","Hypsophrys nematopus","2281536","",""
"762767","Gymnogeophagus setequedas","1524331783","",""
"762765","Guianacara stergiosi","","",""
"762763","Guianacara owroewefi","","",""
"762762","Geophagus taeniopareius","","",""
"762759","Geophagus harreri","","",""
"762757","Crenicichla reticulata","343949894","",""
"762756","Crenicichla multispinosa","2117208927","",""
"762754","Crenicichla lenticulata","343949754","",""
"762751","Chromidotilapia guntheri","","",""
"762744","Apistogramma iniridae","","",""
"762740","Acaronia vultuosa","","",""
"762638","Cryptoheros cutteri","1134945829","",""
"762636","Cryptoheros chetumalensis","1022612974","",""
"762061","Rubricatochromis letourneuxi","2770086929","",""
"762060","Crenicichla acutirostris","2117208935","",""
"747757","Cichla vazzoleri","294471589","",""
"747756","Cichla thyrorus","294471591","",""
"747755","Cichla pleiozona","","",""
"747754","Cichla pinima","294471603","",""
"747753","Cichla mirianae","294471607","",""
"747752","Cichla melaniae","","",""
"747751","Cichla jariina","294471581","",""
"745803","Satanoperca lilith","","",""
"745802","Heros efasciatus","67480244","",""
"745343","Teleocichla gephyrogramma","291337628","",""
"745342","Crenicichla vittata","291337596","",""
"745341","Crenicichla tendybaguassu","2117209091","",""
"745340","Crenicichla semifasciata","291337588","",""
"745339","Crenicichla scottii","291337622","",""
"745338","Crenicichla punctata","291337620","",""
"745337","Crenicichla notophthalmus","291337618","",""
"745336","Crenicichla missioneira","2117209133","",""
"745335","Crenicichla minuano","2117209131","",""
"745334","Crenicichla menezesi","291337536","",""
"745333","Crenicichla macrophthalma","291337614","",""
"745332","Crenicichla iguassuensis","2117209167","",""
"745331","Crenicichla empheres","2117209189","",""
"745330","Crenicichla compressiceps","291337604","",""
"745329","Crenicichla celidochilus","291337518","",""
"702365","Protomelas spilonotus","","",""
"691896","Dicrossus maculatus","","",""
"691893","Limbochromis robertsi","","",""
"683192","Interochromis loocki","705927088","",""
"676247","Amphilophus astorquii","","",""
"676246","Amphilophus flaveolus","","",""
"676245","Amphilophus chancho","","",""
"673034","Vieja zonata","1743658955","",""
"673033","Vieja hartwegi","1385691677","",""
"673032","Vieja bifasciata","1022613472","",""
"665440","Pterochromis congicus","1061272854","",""
"665437","Chilochromis duponti","","",""
"665432","Coptodon tholloni","","",""
"665431","Coelotilapia joka","","",""
"665430","Tilapia guinasana","","",""
"665429","Coptodon dageti","","",""
"665425","Steatocranus ubanguiensis","","",""
"665420","Steatocranus glaber","","",""
"665419","Steatocranus gibbiceps","","",""
"665418","Steatocranus bleheri","","",""
"665417","Sarotherodon mvogoi","","",""
"665415","Pelmatochromis buettikoferi","","",""
"665414","Gobiocichla wonderi","","",""
"665408","Congolapia bilineata","407729059","",""
"661982","Rocio octofasciata","1134945773","",""
"613157","Cichla kelberi","1201294973","",""
"565375","Geophagus proximus","","",""
"565372","Geophagus megasema","","",""
"559353","Neolamprologus sexfasciatus","","",""
"559352","Neolamprologus obscurus","","",""
"559349","Lepidiolamprologus mimicus","","",""
"559347","Xenotilapia rotundiventralis","33356100","",""
"559346","Xenotilapia papilio","","",""
"559345","Xenotilapia melanogenys","33356030","",""
"559344","Xenotilapia leptura","159134992","",""
"559343","Cyprichromis coloratus","","",""
"559342","Benthochromis horii","705927024","",""
"547570","Haplochromis hiatus","","",""
"547569","Haplochromis iris","","",""
"543938","Haplochromis angustifrons","","",""
"543933","Schwetzochromis neodon","194410903","",""
"543924","Haplochromis rudolfianus","194410861","",""
"526995","Nyassachromis prostoma","","",""
"526960","Eclectochromis ornatus","","",""
"526958","Petrotilapia nigra","403531826","",""
"526956","Buccochromis heterotaenia","","",""
"516076","Cichla piquiti","2627910054","",""
"454628","Rhamphochromis ferox","","",""
"454626","Rhamphochromis woodi","","",""
"452219","Xenochromis hecqui","152949462","",""
"452215","Plecodus elaviae","152949442","",""
"452213","Neolamprologus devosi","","",""
"451874","Nyassachromis microcephalus","","",""
"451872","Otopharynx lithobates","","",""
"451859","Sciaenochromis ahli","","",""
"451857","Chindongo flavus","","",""
"451856","Chindongo demasoni","","",""
"451848","Copadichromis trimaculatus","1252315206","",""
"451842","Copadichromis mloto","1043377894","",""
"451841","Copadichromis jacksoni","","",""
"451840","Copadichromis cyaneus","","",""
"449991","Wajpamheros nourissati","156254165","",""
"449988","Mayaheros beani","156254167","",""
"449328","Telmatochromis brichardi","","",""
"449327","Neolamprologus ventralis","619329206","",""
"449324","Neolamprologus prochilus","","",""
"449323","Neolamprologus pectoralis","","",""
"449322","Neolamprologus mustax","","",""
"449320","Neolamprologus longicaudatus","","",""
"449319","Neolamprologus falcicula","","",""
"449318","Neolamprologus bifasciatus","","",""
"449317","Julidochromis dickfeldi","2508731295","",""
"449287","Tahuantinsuyoa macantzatza","2440757937","",""
"449282","Krobia guianensis","1079489375","",""
"449276","Nannacara taenia","148968208","",""
"449274","Nannacara aureocephalus","148968244","",""
"449269","Cichlasoma pusillum","148968198","",""
"449268","Cichlasoma araguaiense","148968212","",""
"449267","Bujurquina syspilus","2440758241","",""
"449265","Bujurquina peregrinabunda","2440758205","",""
"449264","Aequidens tubicen","148968256","",""
"449257","Aequidens potaroensis","148968200","",""
"449256","Aequidens patricki","148968192","",""
"449254","Aequidens chimantanus","148968242","",""
"449250","Andinoacara biseriatus","148968282","",""
"446522","Benitochromis ufermanni","","",""
"445558","Hemitilapia oxyrhynchus","1079487997","",""
"445512","Labidochromis gigas","","",""
"445511","Mylochromis mola","","",""
"445509","Chindongo elongatus","","",""
"445508","Placidochromis johnstoni","","",""
"445507","Maylandia aurora","","",""
"445506","Pseudotropheus crabro","403531897","",""
"445505","Copadichromis mbenjii","","",""
"445504","Ctenopharynx pictus","","",""
"445503","Protomelas spilopterus","","",""
"445501","Docimodus evelynae","","",""
"441665","Rheoheros coeruleus","1022613400","",""
"441663","Parachromis friedrichsthalii","1022613040","",""
"441656","Amphilophus xiloaensis","","",""
"441536","Maylandia fainzilberi","","",""
"441521","Maylandia pyrsonotos","","",""
"441520","Maylandia phaeos","","",""
"441518","Maylandia mbenjii","","",""
"441517","Maylandia hajomaylandi","","",""
"441516","Maylandia greshakei","","",""
"441515","Maylandia emmiltos","","",""
"441513","Maylandia chrysomallos","","",""
"441512","Maylandia benetos","","",""
"431670","Telmatochromis brachygnathus","1951983494","",""
"425697","Serranochromis longimanus","","",""
"422201","Protomelas virgatus","","",""
"420348","Cichlasoma dimerus","1134945815","",""
"420112","Lamprologus ornatipinnis","2468689465","",""
"420109","Neolamprologus wauthioni","","",""
"420108","Neolamprologus leloupi","224976439","",""
"420107","Neolamprologus multifasciatus","224976339","",""
"420106","Lamprologus laparogramma","","",""
"420105","Lamprologus signatus","2076239728","",""
"409979","Perissodus eccentricus","152949426","",""
"407193","Thorichthys maculipinnis","2946963072","",""
"407111","Amphilophus istlanus","123186893","",""
"399407","Vieja maculicauda","2352147","",""
"399273","Tylochromis mylodon","","",""
"399272","Tylochromis bangwelensis","","",""
"399271","Tylochromis lateralis","","",""
"388460","Symphysodon tarzoo","108736080","",""
"383918","Cincelichthys pearsei","1022613502","",""
"383917","Chuco intermedium","1022613538","",""
"383916","Thorichthys pasionis","2946963296","",""
"383915","Herichthys deppii","123186925","",""
"383914","Theraps irregularis","156254164","",""
"378739","Gymnogeophagus meridionalis","1524331715","",""
"350780","Uaru fernandezyepezi","","",""
"350777","Mesonauta festivus","","",""
"342867","Apistogramma bitaeniata","1240939443","",""
"342864","Thorichthys aureus","2909953108","",""
"342863","Parachromis motaguensis","305434736","",""
"338890","Melanochromis vermivorus","","",""
