"taxid","species_name","accession_num","seq_name","seq_len"
172522,"Andinoacara pulcher","EU888039","Andinoacara pulcher cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",649
167848,"Pseudosimochromis curvifrons","KU194010","Pseudosimochromis curvifrons isolate MRAC95.96.P_tag1748 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
167846,"Plecodus straeleni","KU194021","Plecodus straeleni isolate MRAC95.96.P_tag1373 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
158894,"Oreochromis andersonii","NC_037019","Oreochromis andersonii mitochondrion, complete genome",16642
158779,"Pelmatolapia mariae","KY565240","Pelmatolapia mariae voucher T1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",604
143646,"Stomatepia mariae","KX347633","Stomatepia mariae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",604
119479,"Herichthys labridens","HQ955834","Herichthys labridens voucher PTR59 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",619
96998,"Petenia splendida","OR138938","Petenia splendida voucher CH843-G09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",650
81351,"Retroculus xinguensis","MH931736","Retroculus xinguensis isolate 1903 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",435
81341,"Satanoperca jurupari","OR733157","Satanoperca jurupari voucher 440_TOC cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",620
81336,"Cichla temensis","MH931670","Cichla temensis isolate 100336 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",433
80772,"Paratilapia polleni","AY263887","Paratilapia polleni northwest cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product",649
74137,"Uaru amphiacanthoides","DQ119220","Uaru amphiacanthoides cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",590
74121,"Hoplarchus psittacus","EU888105","Hoplarchus psittacus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",649
73563,"Heterochromis multidens","EU888027","Heterochromis multidens cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",637
64551,"Tilapia sparrmanii","JN312238","Perciformes sp. BOLD:AAC4874 voucher HvdB-05-2010-21 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",652
64549,"Coptodon guineensis","KJ938236","Coptodon guineensis strain Cg-7448 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",648
63165,"Caquetaia kraussii","GU817287","Caquetaia kraussii cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",590
63160,"Amatitlania sajica","MG496073","Amatitlania sajica voucher stri-2070 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",648
61819,"Amphilophus citrinellus","MW590989","Amphilophus citrinellus voucher BIOPH_USM02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",655
61805,"Thorichthys meeki","OR138963","Thorichthys meeki voucher CH829-G07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",650
52954,"Eretmodus cyanostictus","KU194153","Eretmodus cyanostictus isolate MRAC95.96.P_tag1772 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
51791,"Cyprichromis leptosoma","KU194160","Cyprichromis leptosoma isolate MRAC92.81.P.345 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
50613,"Sarotherodon melanotheron","PQ347553","Sarotherodon melanotheron voucher FWRI00567 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",655
34808,"Neolamprologus toae","KU194086","Neolamprologus toae isolate MRAC92.81.P.1310 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
34807,"Variabilichromis moorii","JF825855","Variabilichromis moorii isolate 9746 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",661
34792,"Altolamprologus calvus","KU194199","Altolamprologus calvus isolate MRAC95.96.P_tag2769 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
32492,"Cardiopharynx schoutedeni","KU194179","Cardiopharynx schoutedeni isolate MRAC92.81.P.281 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
32488,"Boulengerochromis microlepis","KU194187","Boulengerochromis microlepis isolate MRAC92.81.P.892 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
30882,"Cyrtocara moorii","KU568805","Cyrtocara moorii voucher KW11T148 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",652
28827,"Pelvicachromis pulcher","KU568962","Pelvicachromis pulcher voucher KW11-T343 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",652
27783,"Cyphotilapia frontosa","KU568799","Cyphotilapia frontosa voucher KW12-AT094 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",652
27755,"Ophthalmotilapia ventralis","KU194069","Ophthalmotilapia ventralis isolate MRAC95.96.P_tag457 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
27733,"Bathybates ferox","KU194190","Bathybates ferox isolate MRAC92.81.P.295 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
27731,"Aulonocranus dewindti","KU194195","Aulonocranus dewindti isolate MRAC95.96.P_tag267 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
8150,"Tropheus moorii","KU193898","Tropheus moorii isolate MRAC95.96.P_tag1897 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
8148,"Tropheus duboisi","KU193924","Tropheus duboisi isolate MRACB0.12.P.7-tag814 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
8144,"Sarotherodon galilaeus","OQ992147","Sarotherodon galilaeus voucher Sa.ga0004 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",481
8142,"Oreochromis tanganicae","KU194060","Oreochromis tanganicae isolate MRAC95.96.P_tag2284 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",656
8130,"Coptodon zillii","OQ992029","Coptodon zillii voucher Co.zi0005 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",518
8128,"Oreochromis niloticus","OR148151","Oreochromis niloticus voucher PHK15 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",665
8117,"Herichthys cyanoguttatus","HQ573180","Herichthys cyanoguttatus voucher MXIV0303 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",584
